x	y	network	task
70	47	PPI	Systematic holdout
101	6	PPI	Systematic holdout
220	30	PPI	Systematic holdout
66	1	PPI	Systematic holdout
76	2	PPI	Systematic holdout
100	6	PPI	Systematic holdout
68	1	PPI	Systematic holdout
53	8	PPI	Systematic holdout
62	1	PPI	Systematic holdout
143	1	PPI	Systematic holdout
300	2	PPI	Systematic holdout
132	9	PPI	Systematic holdout
229	1	PPI	Systematic holdout
70	4	PPI	Systematic holdout
331	1	PPI	Systematic holdout
174	4	PPI	Systematic holdout
147	1	PPI	Systematic holdout
136	8	PPI	Systematic holdout
41	1	PPI	Systematic holdout
69	3	PPI	Systematic holdout
187	4	PPI	Systematic holdout
514	4	PPI	Systematic holdout
85	1	PPI	Systematic holdout
167	9	PPI	Systematic holdout
157	3	PPI	Systematic holdout
67	1	PPI	Systematic holdout
120	7	PPI	Systematic holdout
115	2	PPI	Systematic holdout
57	2	PPI	Systematic holdout
206	7	PPI	Systematic holdout
123	4	PPI	Systematic holdout
18	2	PPI	Systematic holdout
101	2	PPI	Systematic holdout
51	2	PPI	Systematic holdout
145	1	PPI	Systematic holdout
336	16	PPI	Systematic holdout
45	12	PPI	Systematic holdout
157	2	PPI	Systematic holdout
91	2	PPI	Systematic holdout
75	5	PPI	Systematic holdout
108	2	PPI	Systematic holdout
60	2	PPI	Systematic holdout
59	1	PPI	Systematic holdout
66	11	PPI	Systematic holdout
40	6	PPI	Systematic holdout
16	1	PPI	Systematic holdout
212	2	PPI	Systematic holdout
114	3	PPI	Systematic holdout
199	1	PPI	Systematic holdout
417	5	PPI	Systematic holdout
263	16	PPI	Systematic holdout
145	9	PPI	Systematic holdout
8	3	PPI	Systematic holdout
242	8	PPI	Systematic holdout
111	15	PPI	Systematic holdout
308	7	PPI	Systematic holdout
167	2	PPI	Systematic holdout
25	4	PPI	Systematic holdout
332	2	PPI	Systematic holdout
81	3	PPI	Systematic holdout
56	1	PPI	Systematic holdout
49	47	PPI	Systematic holdout
244	4	PPI	Systematic holdout
185	1	PPI	Systematic holdout
65	7	PPI	Systematic holdout
108	1	PPI	Systematic holdout
32	25	PPI	Systematic holdout
65	15	PPI	Systematic holdout
75	3	PPI	Systematic holdout
193	1	PPI	Systematic holdout
94	5	PPI	Systematic holdout
52	5	PPI	Systematic holdout
85	1	PPI	Systematic holdout
87	1	PPI	Systematic holdout
60	3	PPI	Systematic holdout
167	7	PPI	Systematic holdout
197	1	PPI	Systematic holdout
110	1	PPI	Systematic holdout
177	8	PPI	Systematic holdout
55	13	PPI	Systematic holdout
65	3	PPI	Systematic holdout
112	3	PPI	Systematic holdout
58	1	PPI	Systematic holdout
35	1	PPI	Systematic holdout
145	1	PPI	Systematic holdout
93	23	PPI	Systematic holdout
23	1	PPI	Systematic holdout
161	55	PPI	Systematic holdout
39	6	PPI	Systematic holdout
236	12	PPI	Systematic holdout
318	10	PPI	Systematic holdout
110	1	PPI	Systematic holdout
98	4	PPI	Systematic holdout
3	1	PPI	Systematic holdout
99	3	PPI	Systematic holdout
64	5	PPI	Systematic holdout
72	6	PPI	Systematic holdout
94	1	PPI	Systematic holdout
370	1	PPI	Systematic holdout
3	1	PPI	Systematic holdout
113	8	PPI	Systematic holdout
201	2	PPI	Systematic holdout
151	3	PPI	Systematic holdout
31	1	PPI	Systematic holdout
117	5	PPI	Systematic holdout
145	0	PPI	Systematic holdout
358	3	PPI	Systematic holdout
61	2	PPI	Systematic holdout
112	42	PPI	Systematic holdout
150	4	PPI	Systematic holdout
34	13	PPI	Systematic holdout
22	5	PPI	Systematic holdout
106	2	PPI	Systematic holdout
172	8	PPI	Systematic holdout
158	2	PPI	Systematic holdout
92	18	PPI	Systematic holdout
121	1	PPI	Systematic holdout
145	1	PPI	Systematic holdout
199	1	PPI	Systematic holdout
256	1	PPI	Systematic holdout
70	1	PPI	Systematic holdout
59	5	PPI	Systematic holdout
127	2	PPI	Systematic holdout
37	1	PPI	Systematic holdout
56	1	PPI	Systematic holdout
9	1	PPI	Systematic holdout
105	4	PPI	Systematic holdout
129	0	PPI	Systematic holdout
41	1	PPI	Systematic holdout
282	5	PPI	Systematic holdout
89	2	PPI	Systematic holdout
135	11	PPI	Systematic holdout
175	20	PPI	Systematic holdout
111	2	PPI	Systematic holdout
83	1	PPI	Systematic holdout
210	12	PPI	Systematic holdout
42	2	PPI	Systematic holdout
110	1	PPI	Systematic holdout
73	1	PPI	Systematic holdout
107	15	PPI	Systematic holdout
51	3	PPI	Systematic holdout
108	5	PPI	Systematic holdout
36	1	PPI	Systematic holdout
41	1	PPI	Systematic holdout
202	6	PPI	Systematic holdout
116	2	PPI	Systematic holdout
142	1	PPI	Systematic holdout
278	4	PPI	Systematic holdout
58	1	PPI	Systematic holdout
32	1	PPI	Systematic holdout
35	1	PPI	Systematic holdout
259	11	PPI	Systematic holdout
264	15	PPI	Systematic holdout
52	5	PPI	Systematic holdout
63	1	PPI	Systematic holdout
182	2	PPI	Systematic holdout
248	1	PPI	Systematic holdout
58	1	PPI	Systematic holdout
53	1	PPI	Systematic holdout
251	1	PPI	Systematic holdout
96	2	PPI	Systematic holdout
79	1	PPI	Systematic holdout
110	2	PPI	Systematic holdout
226	1	PPI	Systematic holdout
154	3	PPI	Systematic holdout
115	2	PPI	Systematic holdout
34	3	PPI	Systematic holdout
115	8	PPI	Systematic holdout
148	6	PPI	Systematic holdout
182	1	PPI	Systematic holdout
245	7	PPI	Systematic holdout
115	29	PPI	Systematic holdout
42	4	PPI	Systematic holdout
34	2	PPI	Systematic holdout
23	2	PPI	Systematic holdout
144	15	PPI	Systematic holdout
44	3	PPI	Systematic holdout
62	10	PPI	Systematic holdout
33	2	PPI	Systematic holdout
155	4	PPI	Systematic holdout
62	2	PPI	Systematic holdout
38	5	PPI	Systematic holdout
78	16	PPI	Systematic holdout
50	79	PPI	Systematic holdout
59	14	PPI	Systematic holdout
238	5	PPI	Systematic holdout
68	11	PPI	Systematic holdout
136	1	PPI	Systematic holdout
26	1	PPI	Systematic holdout
40	7	PPI	Systematic holdout
149	4	PPI	Systematic holdout
40	1	PPI	Systematic holdout
197	1	PPI	Systematic holdout
131	3	PPI	Systematic holdout
28	36	PPI	Systematic holdout
36	2	PPI	Systematic holdout
87	3	PPI	Systematic holdout
180	1	PPI	Systematic holdout
285	7	PPI	Systematic holdout
50	4	PPI	Systematic holdout
267	6	PPI	Systematic holdout
168	0	PPI	Systematic holdout
124	5	PPI	Systematic holdout
77	49	PPI	Systematic holdout
32	1	PPI	Systematic holdout
64	1	PPI	Systematic holdout
57	5	PPI	Systematic holdout
116	6	PPI	Systematic holdout
234	10	PPI	Systematic holdout
82	14	PPI	Systematic holdout
20	3	PPI	Systematic holdout
81	2	PPI	Systematic holdout
50	1	PPI	Systematic holdout
67	8	PPI	Systematic holdout
253	1	PPI	Systematic holdout
178	1	PPI	Systematic holdout
98	23	PPI	Systematic holdout
72	2	PPI	Systematic holdout
305	3	PPI	Systematic holdout
67	8	PPI	Systematic holdout
39	1	PPI	Systematic holdout
166	2	PPI	Systematic holdout
116	1	PPI	Systematic holdout
187	4	PPI	Systematic holdout
8	1	PPI	Systematic holdout
213	1	PPI	Systematic holdout
59	1	PPI	Systematic holdout
63	6	PPI	Systematic holdout
518	3	PPI	Systematic holdout
92	3	PPI	Systematic holdout
67	1	PPI	Systematic holdout
39	18	PPI	Systematic holdout
29	2	PPI	Systematic holdout
71	9	PPI	Systematic holdout
102	2	PPI	Systematic holdout
572	20	PPI	Systematic holdout
62	1	PPI	Systematic holdout
284	1	PPI	Systematic holdout
13	1	PPI	Systematic holdout
328	3	PPI	Systematic holdout
63	1	PPI	Systematic holdout
40	1	PPI	Systematic holdout
301	1	PPI	Systematic holdout
70	6	PPI	Systematic holdout
60	6	PPI	Systematic holdout
21	10	PPI	Systematic holdout
4	3	PPI	Systematic holdout
41	4	PPI	Systematic holdout
22	1	PPI	Systematic holdout
28	16	PPI	Systematic holdout
26	1	PPI	Systematic holdout
584	7	PPI	Systematic holdout
2	1	PPI	Systematic holdout
125	4	PPI	Systematic holdout
14	2	PPI	Systematic holdout
239	1	PPI	Systematic holdout
31	3	PPI	Systematic holdout
36	0	PPI	Systematic holdout
68	2	PPI	Systematic holdout
75	2	PPI	Systematic holdout
25	5	PPI	Systematic holdout
61	7	PPI	Systematic holdout
34	2	PPI	Systematic holdout
42	8	PPI	Systematic holdout
45	3	PPI	Systematic holdout
52	9	PPI	Systematic holdout
180	9	PPI	Systematic holdout
53	2	PPI	Systematic holdout
85	14	PPI	Systematic holdout
188	1	PPI	Systematic holdout
64	12	PPI	Systematic holdout
364	3	PPI	Systematic holdout
121	2	PPI	Systematic holdout
85	7	PPI	Systematic holdout
207	2	PPI	Systematic holdout
113	22	PPI	Systematic holdout
47	1	PPI	Systematic holdout
143	6	PPI	Systematic holdout
78	1	PPI	Systematic holdout
94	1	PPI	Systematic holdout
55	2	PPI	Systematic holdout
48	1	PPI	Systematic holdout
26	5	PPI	Systematic holdout
194	22	PPI	Systematic holdout
139	15	PPI	Systematic holdout
171	0	PPI	Systematic holdout
42	1	PPI	Systematic holdout
27	3	PPI	Systematic holdout
125	1	PPI	Systematic holdout
11	6	PPI	Systematic holdout
192	1	PPI	Systematic holdout
35	2	PPI	Systematic holdout
145	2	PPI	Systematic holdout
146	1	PPI	Systematic holdout
154	3	PPI	Systematic holdout
104	1	PPI	Systematic holdout
127	1	PPI	Systematic holdout
172	2	PPI	Systematic holdout
307	10	PPI	Systematic holdout
259	11	PPI	Systematic holdout
115	2	PPI	Systematic holdout
33	4	PPI	Systematic holdout
445	1	PPI	Systematic holdout
290	7	PPI	Systematic holdout
49	31	PPI	Systematic holdout
127	4	PPI	Systematic holdout
20	4	PPI	Systematic holdout
174	15	PPI	Systematic holdout
68	3	PPI	Systematic holdout
205	13	PPI	Systematic holdout
112	11	PPI	Systematic holdout
115	6	PPI	Systematic holdout
330	1	PPI	Systematic holdout
181	1	PPI	Systematic holdout
96	3	PPI	Systematic holdout
410	1	PPI	Systematic holdout
176	24	PPI	Systematic holdout
49	4	PPI	Systematic holdout
275	1	PPI	Systematic holdout
212	2	PPI	Systematic holdout
351	2	PPI	Systematic holdout
40	1	PPI	Systematic holdout
196	3	PPI	Systematic holdout
24	3	PPI	Systematic holdout
73	6	PPI	Systematic holdout
510	5	PPI	Systematic holdout
8	2	PPI	Systematic holdout
158	1	PPI	Systematic holdout
116	3	PPI	Systematic holdout
69	1	PPI	Systematic holdout
127	5	PPI	Systematic holdout
112	2	PPI	Systematic holdout
132	4	PPI	Systematic holdout
36	2	PPI	Systematic holdout
170	3	PPI	Systematic holdout
57	37	PPI	Systematic holdout
78	1	PPI	Systematic holdout
107	2	PPI	Systematic holdout
65	0	PPI	Systematic holdout
157	4	PPI	Systematic holdout
271	9	PPI	Systematic holdout
157	6	PPI	Systematic holdout
39	1	PPI	Systematic holdout
179	7	PPI	Systematic holdout
377	1	PPI	Systematic holdout
239	28	PPI	Systematic holdout
323	4	PPI	Systematic holdout
122	1	PPI	Systematic holdout
159	1	PPI	Systematic holdout
226	1	PPI	Systematic holdout
662	1	PPI	Systematic holdout
39	3	PPI	Systematic holdout
402	4	PPI	Systematic holdout
248	1	PPI	Systematic holdout
410	1	PPI	Systematic holdout
186	3	PPI	Systematic holdout
54	3	PPI	Systematic holdout
113	2	PPI	Systematic holdout
188	3	PPI	Systematic holdout
108	0	PPI	Systematic holdout
142	9	PPI	Systematic holdout
229	1	PPI	Systematic holdout
219	2	PPI	Systematic holdout
156	4	PPI	Systematic holdout
207	1	PPI	Systematic holdout
309	5	PPI	Systematic holdout
543	7	PPI	Systematic holdout
112	5	PPI	Systematic holdout
106	154	PPI	Systematic holdout
374	22	PPI	Systematic holdout
375	18	PPI	Systematic holdout
153	1	PPI	Systematic holdout
540	1	PPI	Systematic holdout
382	1	PPI	Systematic holdout
110	5	PPI	Systematic holdout
177	2	PPI	Systematic holdout
47	1	PPI	Systematic holdout
535	6	PPI	Systematic holdout
56	1	PPI	Systematic holdout
38	8	PPI	Systematic holdout
51	3	PPI	Systematic holdout
205	4	PPI	Systematic holdout
188	18	PPI	Systematic holdout
122	1	PPI	Systematic holdout
217	4	PPI	Systematic holdout
165	2	PPI	Systematic holdout
186	10	PPI	Systematic holdout
324	1	PPI	Systematic holdout
107	1	PPI	Systematic holdout
376	1	PPI	Systematic holdout
86	14	PPI	Systematic holdout
38	1	PPI	Systematic holdout
24	4	PPI	Systematic holdout
173	1	PPI	Systematic holdout
133	1	PPI	Systematic holdout
68	3	PPI	Systematic holdout
48	4	PPI	Systematic holdout
33	16	PPI	Systematic holdout
105	1	PPI	Systematic holdout
77	93	PPI	Systematic holdout
116	5	PPI	Systematic holdout
24	12	PPI	Systematic holdout
93	1	PPI	Systematic holdout
34	1	PPI	Systematic holdout
136	1	PPI	Systematic holdout
168	33	PPI	Systematic holdout
62	1	PPI	Systematic holdout
349	1	PPI	Systematic holdout
124	1	PPI	Systematic holdout
77	0	PPI	Systematic holdout
180	2	PPI	Systematic holdout
141	33	PPI	Systematic holdout
41	1	PPI	Systematic holdout
40	4	PPI	Systematic holdout
248	3	PPI	Systematic holdout
73	2	PPI	Systematic holdout
129	2	PPI	Systematic holdout
160	1	PPI	Systematic holdout
154	7	PPI	Systematic holdout
97	2	PPI	Systematic holdout
46	2	PPI	Systematic holdout
87	141	PPI	Systematic holdout
185	1	PPI	Systematic holdout
197	1	PPI	Systematic holdout
143	1	PPI	Systematic holdout
38	1	PPI	Systematic holdout
76	1	PPI	Systematic holdout
193	3	PPI	Systematic holdout
110	1	PPI	Systematic holdout
72	1	PPI	Systematic holdout
139	1	PPI	Systematic holdout
173	11	PPI	Systematic holdout
109	1	PPI	Systematic holdout
142	1	PPI	Systematic holdout
163	3	PPI	Systematic holdout
157	1	PPI	Systematic holdout
35	8	PPI	Systematic holdout
66	6	PPI	Systematic holdout
64	3	PPI	Systematic holdout
46	14	PPI	Systematic holdout
17	2	PPI	Systematic holdout
13	1	PPI	Systematic holdout
169	1	PPI	Systematic holdout
52	1	PPI	Systematic holdout
100	1	PPI	Systematic holdout
55	2	PPI	Systematic holdout
116	7	PPI	Systematic holdout
149	4	PPI	Systematic holdout
111	1	PPI	Systematic holdout
87	3	PPI	Systematic holdout
45	1	PPI	Systematic holdout
115	5	PPI	Systematic holdout
86	16	PPI	Systematic holdout
72	1	PPI	Systematic holdout
189	1	PPI	Systematic holdout
116	4	PPI	Systematic holdout
60	2	PPI	Systematic holdout
46	22	PPI	Systematic holdout
353	4	PPI	Systematic holdout
105	1	PPI	Systematic holdout
239	2	PPI	Systematic holdout
104	14	PPI	Systematic holdout
232	10	PPI	Systematic holdout
252	5	PPI	Systematic holdout
127	3	PPI	Systematic holdout
53	3	PPI	Systematic holdout
110	3	PPI	Systematic holdout
106	3	PPI	Systematic holdout
150	1	PPI	Systematic holdout
40	12	PPI	Systematic holdout
81	1	PPI	Systematic holdout
84	1	PPI	Systematic holdout
316	2	PPI	Systematic holdout
44	3	PPI	Systematic holdout
125	4	PPI	Systematic holdout
111	2	PPI	Systematic holdout
37	4	PPI	Systematic holdout
85	1	PPI	Systematic holdout
80	4	PPI	Systematic holdout
50	1	PPI	Systematic holdout
57	16	PPI	Systematic holdout
202	5	PPI	Systematic holdout
253	12	PPI	Systematic holdout
162	4	PPI	Systematic holdout
49	1	PPI	Systematic holdout
240	1	PPI	Systematic holdout
126	2	PPI	Systematic holdout
45	2	PPI	Systematic holdout
23	3	PPI	Systematic holdout
52	15	PPI	Systematic holdout
264	28	PPI	Systematic holdout
55	6	PPI	Systematic holdout
165	2	PPI	Systematic holdout
80	1	PPI	Systematic holdout
292	1	PPI	Systematic holdout
289	3	PPI	Systematic holdout
94	8	PPI	Systematic holdout
25	2	PPI	Systematic holdout
274	72	PPI	Systematic holdout
276	11	PPI	Systematic holdout
281	5	PPI	Systematic holdout
203	2	PPI	Systematic holdout
111	4	PPI	Systematic holdout
89	5	PPI	Systematic holdout
57	1	PPI	Systematic holdout
39	1	PPI	Systematic holdout
36	5	PPI	Systematic holdout
184	1	PPI	Systematic holdout
15	19	PPI	Systematic holdout
217	1	PPI	Systematic holdout
9	1	PPI	Systematic holdout
26	1	PPI	Systematic holdout
46	1	PPI	Systematic holdout
104	2	PPI	Systematic holdout
59	2	PPI	Systematic holdout
258	8	PPI	Systematic holdout
36	6	PPI	Systematic holdout
113	1	PPI	Systematic holdout
136	5	PPI	Systematic holdout
30	2	PPI	Systematic holdout
210	3	PPI	Systematic holdout
20	2	PPI	Systematic holdout
225	1	PPI	Systematic holdout
45	2	PPI	Systematic holdout
58	35	PPI	Systematic holdout
75	2	PPI	Systematic holdout
90	1	PPI	Systematic holdout
31	0	PPI	Systematic holdout
29	1	PPI	Systematic holdout
52	3	PPI	Systematic holdout
214	1	PPI	Systematic holdout
68	1	PPI	Systematic holdout
71	6	PPI	Systematic holdout
81	4	PPI	Systematic holdout
370	1	PPI	Systematic holdout
55	5	PPI	Systematic holdout
303	1	PPI	Systematic holdout
147	3	PPI	Systematic holdout
287	3	PPI	Systematic holdout
109	3	PPI	Systematic holdout
71	1	PPI	Systematic holdout
91	1	PPI	Systematic holdout
75	1	PPI	Systematic holdout
48	1	PPI	Systematic holdout
39	3	PPI	Systematic holdout
31	4	PPI	Systematic holdout
100	9	PPI	Systematic holdout
165	1	PPI	Systematic holdout
160	11	PPI	Systematic holdout
37	1	PPI	Systematic holdout
205	25	PPI	Systematic holdout
188	1	PPI	Systematic holdout
231	1	PPI	Systematic holdout
135	1	PPI	Systematic holdout
99	22	PPI	Systematic holdout
234	2	PPI	Systematic holdout
56	8	PPI	Systematic holdout
371	2	PPI	Systematic holdout
205	1	PPI	Systematic holdout
170	1	PPI	Systematic holdout
217	1	PPI	Systematic holdout
352	3	PPI	Systematic holdout
332	1	PPI	Systematic holdout
289	1	PPI	Systematic holdout
160	5	PPI	Systematic holdout
235	4	PPI	Systematic holdout
40	5	PPI	Systematic holdout
77	29	PPI	Systematic holdout
58	49	PPI	Systematic holdout
72	14	PPI	Systematic holdout
77	64	PPI	Systematic holdout
62	3	PPI	Systematic holdout
78	25	PPI	Systematic holdout
84	1	PPI	Systematic holdout
58	2	PPI	Systematic holdout
42	2	PPI	Systematic holdout
428	1	PPI	Systematic holdout
31	1	PPI	Systematic holdout
163	6	PPI	Systematic holdout
301	1	PPI	Systematic holdout
131	1	PPI	Systematic holdout
408	1	PPI	Systematic holdout
29	8	PPI	Systematic holdout
318	4	PPI	Systematic holdout
52	1	PPI	Systematic holdout
434	2	PPI	Systematic holdout
98	2	PPI	Systematic holdout
61	34	PPI	Systematic holdout
151	2	PPI	Systematic holdout
201	6	PPI	Systematic holdout
121	2	PPI	Systematic holdout
265	12	PPI	Systematic holdout
91	1	PPI	Systematic holdout
173	3	PPI	Systematic holdout
93	2	PPI	Systematic holdout
167	6	PPI	Systematic holdout
88	5	PPI	Systematic holdout
32	0	PPI	Systematic holdout
80	1	PPI	Systematic holdout
40	36	PPI	Systematic holdout
66	7	PPI	Systematic holdout
77	2	PPI	Systematic holdout
212	27	PPI	Systematic holdout
23	2	PPI	Systematic holdout
206	2	PPI	Systematic holdout
166	5	PPI	Systematic holdout
393	4	PPI	Systematic holdout
437	4	PPI	Systematic holdout
201	52	PPI	Systematic holdout
129	2	PPI	Systematic holdout
75	1	PPI	Systematic holdout
302	5	PPI	Systematic holdout
298	1	PPI	Systematic holdout
124	15	PPI	Systematic holdout
115	1	PPI	Systematic holdout
394	2	PPI	Systematic holdout
276	2	PPI	Systematic holdout
95	4	PPI	Systematic holdout
17	2	PPI	Systematic holdout
160	1	PPI	Systematic holdout
496	1	PPI	Systematic holdout
18	4	PPI	Systematic holdout
80	1	PPI	Systematic holdout
9	4	PPI	Systematic holdout
27	9	PPI	Systematic holdout
164	10	PPI	Systematic holdout
288	2	PPI	Systematic holdout
332	1	PPI	Systematic holdout
15	24	PPI	Systematic holdout
209	1	PPI	Systematic holdout
79	1	PPI	Systematic holdout
108	2	PPI	Systematic holdout
294	2	PPI	Systematic holdout
385	6	PPI	Systematic holdout
68	0	PPI	Systematic holdout
65	1	PPI	Systematic holdout
327	12	PPI	Systematic holdout
241	3	PPI	Systematic holdout
76	3	PPI	Systematic holdout
25	3	PPI	Systematic holdout
65	3	PPI	Systematic holdout
152	8	PPI	Systematic holdout
86	1	PPI	Systematic holdout
212	3	PPI	Systematic holdout
70	3	PPI	Systematic holdout
353	1	PPI	Systematic holdout
38	3	PPI	Systematic holdout
51	33	PPI	Systematic holdout
223	1	PPI	Systematic holdout
213	1	PPI	Systematic holdout
157	1	PPI	Systematic holdout
230	10	PPI	Systematic holdout
117	1	PPI	Systematic holdout
89	2	PPI	Systematic holdout
13	1	PPI	Systematic holdout
93	1	PPI	Systematic holdout
21	4	PPI	Systematic holdout
332	5	PPI	Systematic holdout
113	4	PPI	Systematic holdout
54	4	PPI	Systematic holdout
14	1	PPI	Systematic holdout
144	58	PPI	Systematic holdout
179	2	PPI	Systematic holdout
229	1	PPI	Systematic holdout
129	10	PPI	Systematic holdout
234	2	PPI	Systematic holdout
91	7	PPI	Systematic holdout
117	2	PPI	Systematic holdout
47	1	PPI	Systematic holdout
99	33	PPI	Systematic holdout
81	1	PPI	Systematic holdout
216	1	PPI	Systematic holdout
73	2	PPI	Systematic holdout
58	1	PPI	Systematic holdout
57	1	PPI	Systematic holdout
164	15	PPI	Systematic holdout
64	1	PPI	Systematic holdout
90	4	PPI	Systematic holdout
189	2	PPI	Systematic holdout
73	1	PPI	Systematic holdout
7	1	PPI	Systematic holdout
174	4	PPI	Systematic holdout
343	4	PPI	Systematic holdout
169	3	PPI	Systematic holdout
243	1	PPI	Systematic holdout
107	3	PPI	Systematic holdout
47	1	PPI	Systematic holdout
282	4	PPI	Systematic holdout
98	1	PPI	Systematic holdout
442	1	PPI	Systematic holdout
413	2	PPI	Systematic holdout
137	3	PPI	Systematic holdout
441	11	PPI	Systematic holdout
68	7	PPI	Systematic holdout
78	3	PPI	Systematic holdout
12	2	PPI	Systematic holdout
64	1	PPI	Systematic holdout
153	3	PPI	Systematic holdout
271	10	PPI	Systematic holdout
38	0	PPI	Systematic holdout
97	3	PPI	Systematic holdout
248	1	PPI	Systematic holdout
142	2	PPI	Systematic holdout
441	4	PPI	Systematic holdout
87	1	PPI	Systematic holdout
97	4	PPI	Systematic holdout
48	1	PPI	Systematic holdout
135	1	PPI	Systematic holdout
77	1	PPI	Systematic holdout
37	26	PPI	Systematic holdout
40	4	PPI	Systematic holdout
185	2	PPI	Systematic holdout
371	1	PPI	Systematic holdout
65	1	PPI	Systematic holdout
48	4	PPI	Systematic holdout
40	3	PPI	Systematic holdout
27	21	PPI	Systematic holdout
131	3	PPI	Systematic holdout
119	5	PPI	Systematic holdout
186	8	PPI	Systematic holdout
34	1	PPI	Systematic holdout
15	1	PPI	Systematic holdout
205	5	PPI	Systematic holdout
59	37	PPI	Systematic holdout
60	2	PPI	Systematic holdout
36	9	PPI	Systematic holdout
62	11	PPI	Systematic holdout
54	1	PPI	Systematic holdout
77	1	PPI	Systematic holdout
97	1	PPI	Systematic holdout
122	1	PPI	Systematic holdout
407	4	PPI	Systematic holdout
98	1	PPI	Systematic holdout
46	1	PPI	Systematic holdout
88	1	PPI	Systematic holdout
80	2	PPI	Systematic holdout
188	1	PPI	Systematic holdout
53	1	PPI	Systematic holdout
98	2	PPI	Systematic holdout
17	2	PPI	Systematic holdout
87	1	PPI	Systematic holdout
60	1	PPI	Systematic holdout
129	8	PPI	Systematic holdout
163	3	PPI	Systematic holdout
72	44	PPI	Systematic holdout
180	48	PPI	Systematic holdout
89	1	PPI	Systematic holdout
12	1	PPI	Systematic holdout
60	1	PPI	Systematic holdout
83	13	PPI	Systematic holdout
269	1	PPI	Systematic holdout
78	12	PPI	Systematic holdout
376	1	PPI	Systematic holdout
139	1	PPI	Systematic holdout
66	1	PPI	Systematic holdout
123	1	PPI	Systematic holdout
118	1	PPI	Systematic holdout
270	1	PPI	Systematic holdout
67	3	PPI	Systematic holdout
175	2	PPI	Systematic holdout
37	1	PPI	Systematic holdout
29	4	PPI	Systematic holdout
87	5	PPI	Systematic holdout
49	1	PPI	Systematic holdout
160	4	PPI	Systematic holdout
199	11	PPI	Systematic holdout
78	18	PPI	Systematic holdout
191	1	PPI	Systematic holdout
263	1	PPI	Systematic holdout
26	1	PPI	Systematic holdout
207	4	PPI	Systematic holdout
183	5	PPI	Systematic holdout
73	3	PPI	Systematic holdout
568	3	PPI	Systematic holdout
119	1	PPI	Systematic holdout
137	2	PPI	Systematic holdout
176	5	PPI	Systematic holdout
69	1	PPI	Systematic holdout
151	3	PPI	Systematic holdout
24	3	PPI	Systematic holdout
172	1	PPI	Systematic holdout
158	1	PPI	Systematic holdout
26	2	PPI	Systematic holdout
164	21	PPI	Systematic holdout
102	7	PPI	Systematic holdout
173	17	PPI	Systematic holdout
193	6	PPI	Systematic holdout
101	1	PPI	Systematic holdout
107	7	PPI	Systematic holdout
203	33	PPI	Systematic holdout
56	2	PPI	Systematic holdout
211	1	PPI	Systematic holdout
156	2	PPI	Systematic holdout
366	1	PPI	Systematic holdout
129	2	PPI	Systematic holdout
68	2	PPI	Systematic holdout
27	1	PPI	Systematic holdout
209	27	PPI	Systematic holdout
104	2	PPI	Systematic holdout
52	2	PPI	Systematic holdout
124	1	PPI	Systematic holdout
44	5	PPI	Systematic holdout
154	1	PPI	Systematic holdout
55	1	PPI	Systematic holdout
88	1	PPI	Systematic holdout
49	1	PPI	Systematic holdout
211	2	PPI	Systematic holdout
183	13	PPI	Systematic holdout
218	2	PPI	Systematic holdout
198	11	PPI	Systematic holdout
175	0	PPI	Systematic holdout
211	6	PPI	Systematic holdout
40	7	PPI	Systematic holdout
162	2	PPI	Systematic holdout
91	3	PPI	Systematic holdout
59	3	PPI	Systematic holdout
83	7	PPI	Systematic holdout
161	2	PPI	Systematic holdout
90	6	PPI	Systematic holdout
103	6	PPI	Systematic holdout
296	1	PPI	Systematic holdout
96	1	PPI	Systematic holdout
189	6	PPI	Systematic holdout
206	1	PPI	Systematic holdout
241	3	PPI	Systematic holdout
141	1	PPI	Systematic holdout
310	25	PPI	Systematic holdout
136	10	PPI	Systematic holdout
59	1	PPI	Systematic holdout
103	5	PPI	Systematic holdout
2	1	PPI	Systematic holdout
128	1	PPI	Systematic holdout
59	4	PPI	Systematic holdout
216	4	PPI	Systematic holdout
225	4	PPI	Systematic holdout
186	2	PPI	Systematic holdout
134	3	PPI	Systematic holdout
215	9	PPI	Systematic holdout
95	3	PPI	Systematic holdout
97	3	PPI	Systematic holdout
87	1	PPI	Systematic holdout
298	15	PPI	Systematic holdout
33	1	PPI	Systematic holdout
120	1	PPI	Systematic holdout
89	3	PPI	Systematic holdout
109	25	PPI	Systematic holdout
49	6	PPI	Systematic holdout
236	1	PPI	Systematic holdout
94	6	PPI	Systematic holdout
362	9	PPI	Systematic holdout
255	1	PPI	Systematic holdout
394	1	PPI	Systematic holdout
116	11	PPI	Systematic holdout
73	1	PPI	Systematic holdout
249	2	PPI	Systematic holdout
71	6	PPI	Systematic holdout
57	1	PPI	Systematic holdout
284	14	PPI	Systematic holdout
201	1	PPI	Systematic holdout
320	4	PPI	Systematic holdout
199	1	PPI	Systematic holdout
553	1	PPI	Systematic holdout
171	1	PPI	Systematic holdout
75	3	PPI	Systematic holdout
129	1	PPI	Systematic holdout
341	1	PPI	Systematic holdout
201	3	PPI	Systematic holdout
123	12	PPI	Systematic holdout
398	3	PPI	Systematic holdout
231	3	PPI	Systematic holdout
205	2	PPI	Systematic holdout
139	12	PPI	Systematic holdout
50	3	PPI	Systematic holdout
170	4	PPI	Systematic holdout
